gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000191725,1.0803284198396312e-05,0.03389830508474576,1108,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus prevotii,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G001404455,1.0803284198396312e-05,0.0211864406779661,6386,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Blautia,s__Blautia obeum,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G001437585,1.0803284198396312e-05,0.03389830508474576,6678,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella uli,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000472265,1.0803284198396312e-05,0.0211864406779661,3469,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000159215,1.0803284198396312e-05,0.029661016949152543,814,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000715495,1.0803284198396312e-05,0.025423728813559324,4321,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Hymenobacteraceae,g__Hymenobacter,s__Hymenobacter sp. IS2118,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000834015,1.0803284198396312e-05,0.03389830508474576,5035,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. P4-76,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000337735,1.0803284198396312e-05,0.03389830508474576,2222,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum sulfidifaciens,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000315505,1.0803284198396312e-05,0.03389830508474576,2028,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella seminalis,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G001592185,1.0803284198396312e-05,0.03389830508474576,7344,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Bergeriella,s__Bergeriella denitrificans,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000427565,1.0803284198396312e-05,0.029661016949152543,3056,k__Bacteria,p__Firmicutes,c__Clostridia,o__Thermoanaerobacterales,f__Thermoanaerobacteraceae,g__Carboxydothermus,s__Carboxydothermus ferrireducens,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000157915,1.0803284198396312e-05,0.025423728813559324,784,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides coprophilus,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000423745,1.0803284198396312e-05,0.03389830508474576,2950,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus plurextorum,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000155435,1.0803284198396312e-05,0.038135593220338986,750,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__Clostridiales bacterium 1_7_47FAA,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000376985,1.0803284198396312e-05,0.038135593220338986,2462,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus henryi,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G000710465,1.0803284198396312e-05,0.0211864406779661,4277,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora sp. MBT63,t__,0.001757153134977596,0.0001572744679746163,0.019317403193552938
G001028705,1.2003649109329237e-05,0.0211864406779661,5874,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Erythrobacteraceae,g__Croceicoccus,s__Croceicoccus naphthovorans,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000026105,1.2003649109329237e-05,0.029661016949152543,549,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas entomophila,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000374325,1.2003649109329237e-05,0.038135593220338986,2411,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Allofustis,s__Allofustis seminis,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000337895,1.2003649109329237e-05,0.025423728813559324,2226,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Halobiforma,s__Halobiforma nitratireducens,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000803105,1.2003649109329237e-05,0.029661016949152543,4875,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Coprobacter,s__Coprobacter secundus,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000524335,1.2003649109329237e-05,0.03389830508474576,3786,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella uli,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001468395,1.2003649109329237e-05,0.029661016949152543,6874,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis sp. H073,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001458315,1.2003649109329237e-05,0.038135593220338986,6805,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Thalassobacter,s__Thalassobacter stenotrophicus,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000479045,1.2003649109329237e-05,0.038135593220338986,3516,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__Cetobacterium somerae,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000466805,1.2003649109329237e-05,0.025423728813559324,3428,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus jensenii,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000317975,1.2003649109329237e-05,0.0211864406779661,2071,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Carnobacterium,s__Carnobacterium maltaromaticum,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000495505,1.2003649109329237e-05,0.03389830508474576,3571,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter fetus,t__Campylobacter fetus subsp. testudinum,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001458375,1.2003649109329237e-05,0.03389830508474576,6808,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Tropicibacter,s__Tropicibacter naphthalenivorans,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G900101835,1.2003649109329237e-05,0.038135593220338986,10141,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Peptococcus,s__Peptococcus niger,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000016325,1.2003649109329237e-05,0.0423728813559322,280,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter sp. 638,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G900120375,1.2003649109329237e-05,0.025423728813559324,10453,k__Bacteria,p__Firmicutes,c__,o__,f__,g__Ndongobacter,s__Ndongobacter massiliensis,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000375405,1.2003649109329237e-05,0.0423728813559322,2429,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides propionicifaciens,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001276605,1.2003649109329237e-05,0.029661016949152543,6111,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Achromatium,s__Achromatium sp. WMS2,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000195635,1.2003649109329237e-05,0.03389830508474576,1145,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fluxus,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000308755,1.2003649109329237e-05,0.029661016949152543,1944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia pneumoniae,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001298265,1.2003649109329237e-05,0.0211864406779661,6192,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bosea,s__Bosea vaviloviae,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000023845,1.2003649109329237e-05,0.038135593220338986,466,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Cryptobacterium,s__Cryptobacterium curtum,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001281505,1.2003649109329237e-05,0.025423728813559324,6145,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__,g__Lawsonella,s__Lawsonella clevelandensis,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001299455,1.2003649109329237e-05,0.0423728813559322,6198,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__Clostridiales bacterium SIT11,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000508325,1.2003649109329237e-05,0.029661016949152543,3658,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus vireti,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G001597285,1.2003649109329237e-05,0.029661016949152543,7368,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas alcaligenes,t__,0.0019522225121896275,0.00019067269185107753,0.019667895004772173
G000312025,1.3204014020262159e-05,0.046610169491525424,1977,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus timonensis,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000023925,1.3204014020262159e-05,0.0211864406779661,470,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermacoccaceae,g__Kytococcus,s__Kytococcus sedentarius,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000157935,1.3204014020262159e-05,0.038135593220338986,785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella copri,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000311925,1.3204014020262159e-05,0.03389830508474576,1974,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Alistipes,s__Alistipes obesi,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000368025,1.3204014020262159e-05,0.025423728813559324,2339,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter parvus,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G001318345,1.3204014020262159e-05,0.0423728813559322,6347,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides cellulosilyticus,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G001039735,1.3204014020262159e-05,0.025423728813559324,5901,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000229705,1.3204014020262159e-05,0.03389830508474576,1395,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mutans,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G001915655,1.3204014020262159e-05,0.03389830508474576,9677,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter sp. 43_10,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000935205,1.3204014020262159e-05,0.0211864406779661,5063,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000336555,1.3204014020262159e-05,0.025423728813559324,2196,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia clevelandensis,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000379185,1.3204014020262159e-05,0.03389830508474576,2503,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga cynodegmi,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G001310795,1.3204014020262159e-05,0.03389830508474576,6279,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Diaphorobacter,s__Diaphorobacter nitroreducens,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G001598375,1.3204014020262159e-05,0.0211864406779661,7373,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium capsulatum,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G900106785,1.3204014020262159e-05,0.046610169491525424,10215,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotellamassilia,s__Prevotellamassilia timonensis,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000979895,1.3204014020262159e-05,0.025423728813559324,5286,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.002147257934674185,0.0002266651945146362,0.020015725715431934
G000499785,1.4404378931195083e-05,0.046610169491525424,3611,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides neonati,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000177535,1.4404378931195083e-05,0.025423728813559324,988,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium resistens,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000262305,1.4404378931195083e-05,0.0423728813559322,1647,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shimwellia,s__Shimwellia blattae,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000414465,1.4404378931195083e-05,0.029661016949152543,2786,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000245815,1.4404378931195083e-05,0.029661016949152543,1552,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Dolosigranulum,s__Dolosigranulum pigrum,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G001915455,1.4404378931195083e-05,0.03389830508474576,9674,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp. 43_46,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000807925,1.4404378931195083e-05,0.029661016949152543,4888,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium subterraneum,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000092025,1.4404378931195083e-05,0.029661016949152543,599,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium fabrum,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000504425,1.4404378931195083e-05,0.025423728813559324,3643,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Rhodopseudomonas,s__Rhodopseudomonas palustris,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000173975,1.4404378931195083e-05,0.05084745762711865,949,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium] hallii,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000010125,1.4404378931195083e-05,0.025423728813559324,95,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus,t__Staphylococcus saprophyticus subsp. saprophyticus,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000174395,1.4404378931195083e-05,0.029661016949152543,953,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecium,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000979675,1.4404378931195083e-05,0.025423728813559324,5279,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000019945,1.4404378931195083e-05,0.025423728813559324,367,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Methylobacteriaceae,g__Methylobacterium,s__Methylobacterium populi,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000390185,1.4404378931195083e-05,0.025423728813559324,2662,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Lunatimonas,s__Lunatimonas lonarensis,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G001941055,1.4404378931195083e-05,0.0423728813559322,9814,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ruminococcus,s__Ruminococcus sp. Zagget7,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
G000427365,1.4404378931195083e-05,0.0423728813559322,3051,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Rikenella,s__Rikenella microfusus,t__,0.002342259407114633,0.00026512961938405383,0.020361017691330162
