gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G001423765,0.00014683647359851128,0.08333333333333333,6480,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf343,t__,0.5124895184865075,0.325090474424678,0.6964420498303644
G000807925,0.00014756338683414747,0.20833333333333334,4888,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium subterraneum,t__,0.5142983890022383,0.3266652842408214,0.6979858188686646
G000247895,0.00014829030006978367,0.2916666666666667,1567,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Raoultella,s__Raoultella ornithinolytica,t__,0.5161012482471821,0.32823694779608575,0.6995223704509266
G000210715,0.00015919399860432658,0.25,1227,k__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Fretibacterium,s__Fretibacterium fastidiosum,t__,0.5424337839933369,0.35143064792447887,0.7217272151313978
G000190695,0.00016282856478250758,0.3333333333333333,1100,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Kingella,s__Kingella denitrificans,t__,0.5509209315633041,0.35900143684471886,0.7287886725306513
G000454045,0.00017591300302395908,0.25,3394,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__Rhodococcus erythropolis,t__,0.5803140025526883,0.3855838520054534,0.7528813105909699
G001421805,0.00018027448243777624,0.16666666666666666,6464,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. Leaf34,t__,0.5897187945245259,0.3942095688498935,0.7604699026861415
G001189495,0.00018172830890904863,0.3333333333333333,6023,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] sulci,t__,0.5928111327245466,0.3970586264774542,0.7629521832818014
G000375645,0.00018972435450104674,0.20833333333333334,2434,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas bennonis,t__,0.609445154213389,0.41249446110230803,0.7761941933276073
G000025565,0.00019263200744359154,0.2916666666666667,531,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__Enterobacter cloacae,t__Enterobacter cloacae subsp. cloacae,0.6153395722704782,0.41800940669213543,0.7808415049873887
G000240185,0.00019553966038613632,0.375,1482,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Klebsiella,s__Klebsiella pneumoniae,t__Klebsiella pneumoniae subsp. pneumoniae,0.6211531864943638,0.42347213574775655,0.7854017235274263
G000023285,0.00020498953244940684,0.4166666666666667,453,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga ochracea,t__,0.6395006500519866,0.44086656102367416,0.7996391985925677
G000318255,0.00022461618981158409,0.4583333333333333,2076,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 380,t__,0.6750475871696988,0.4752547287460409,0.826535642162981
G000242835,0.0002667771574784834,0.20833333333333334,1506,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas sp. PAMC 26617,t__,0.7408124587977352,0.5414634774781364,0.8737086619106111
G000420505,0.0002740462898348453,0.25,2832,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Alloscardovia,s__Alloscardovia omnicolens,t__,0.7508269029147034,0.5518681542957025,0.8805693633446035
G000803645,0.0002784077692486625,0.25,4877,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis fribergensis,t__,0.7566628214499693,0.5579740358038934,0.8845248831263675
G000174015,0.00028204233542684345,0.5416666666666666,950,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.7614293195081063,0.5629848159663555,0.8877317724568745
G001438885,0.00029658060013956734,0.5,6718,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium rimae,t__,0.7796444230709786,0.5823373700689148,0.8997829237653262
G000438335,0.0003002151663177483,0.4166666666666667,3346,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister sp. CAG:588,t__,0.7839922908376697,0.5870061909590005,0.9026100338228691
G000431415,0.0003002151663177483,0.4166666666666667,3172,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius CAG:621,t__,0.7839922908376697,0.5870061909590005,0.9026100338228691
G000311745,0.0003234763898581065,0.4583333333333333,1967,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus obesiensis,t__,0.8099861045042699,0.6153435448360429,0.919087251769535
G000162875,0.0003278378692719237,0.5,854,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__Slackia,s__Slackia exigua,t__,0.814523473728062,0.6203685302410427,0.9218849068427037
G000238055,0.0003278378692719237,0.5833333333333334,1462,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium parvum,t__,0.814523473728062,0.6203685302410427,0.9218849068427037
G001813205,0.0003343800883926495,0.5416666666666666,9020,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium sp. HMSC064B08,t__,0.821140559517106,0.6277410795810019,0.92592052831447
G000413015,0.0003343800883926495,0.5,2778,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. paredis,0.821140559517106,0.6277410795810019,0.92592052831447
G000508405,0.000336560828099558,0.25,3659,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.8232968754737413,0.6301552018483273,0.927223997376862
G000173915,0.00035255291928355434,0.5416666666666666,948,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella haemolysans,t__,0.8383838610756971,0.6472126603666133,0.9361772200357998
G000381525,0.0003576413119330077,0.5833333333333334,2559,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus anaerobius,t__,0.8429258935977291,0.6524073841746403,0.9388131764540362
G000006845,0.0003583682251686439,0.3333333333333333,6,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria gonorrhoeae,t__,0.8435649192088994,0.6531405329460153,0.9391817382479634
G000183565,0.0003721795766457316,0.375,1028,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus harei,t__,0.8552534637887035,0.6666540580525909,0.9458198202624043
G000412995,0.00037872179576645734,0.3333333333333333,2777,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema vincentii,t__,0.8604996762913787,0.6727855102314777,0.948733088108793
G000017405,0.0003816294487090021,0.16666666666666666,310,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Ochrobactrum,s__Ochrobactrum anthropi,t__,0.862773590089865,0.6754563893889727,0.9499825445569243
G001042595,0.00039907536636427077,0.5,5908,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium dentium,t__,0.8757024942508358,0.6908022400585809,0.9569267399557828
G000590555,0.00039980227959990697,0.16666666666666666,3891,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium argentoratense,t__,0.8762155085868575,0.6914169829743186,0.9571964581700325
G000239275,0.00041361363107699466,0.5416666666666666,1475,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Anaeroglobus,s__Anaeroglobus geminatus,t__,0.8855921726705767,0.7027359464491668,0.9620433098170552
G000177075,0.00042887880902535473,0.7083333333333334,984,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccalis,t__,0.8951755643068648,0.7144757448058099,0.9668257347212101
G000160695,0.00043687485461735287,0.5416666666666666,837,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas flueggei,t__,0.8998879546428691,0.7203163590758712,0.9691095056561394
G000314675,0.00045868225168643875,0.4166666666666667,2011,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia broomeae,t__,0.9117431816592856,0.7352241493585716,0.9746406909477014
G000269605,0.00046304373110025586,0.2916666666666667,1677,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia wiggsiae,t__,0.9139489811252359,0.7380338483625885,0.9756338951984135
G000196295,0.00046304373110025586,0.4166666666666667,1166,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria lactamica,t__,0.9139489811252359,0.7380338483625885,0.9756338951984135
G000023905,0.00046377064433589206,0.4583333333333333,469,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia buccalis,t__,0.9143114994320442,0.7384967481045761,0.9757959942698449
G000008805,0.00047467434287043497,0.3333333333333333,66,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria meningitidis,t__,0.9195785978299267,0.7452593656114646,0.9781141050655426
G000318095,0.0004913933472900675,0.5833333333333334,2074,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Prevotella sp. oral taxon 473,t__,0.9270624661160596,0.7549933283829127,0.9812826873815441
G000464455,0.0004928471737613399,0.5833333333333334,3418,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.9276810057391951,0.7558047497575952,0.9815376577538498
G000468115,0.0004979355664107932,0.5,3438,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. socranskii,0.9298068870309465,0.7586019281341084,0.9824055998963889
G000508185,0.0005132007443591533,0.16666666666666666,3656,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium sp. C100,t__,0.9358338853877848,0.7666052220266052,0.9847931379998506
G001057055,0.0005168353105373342,0.6666666666666666,5965,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Cellulomonadaceae,g__Cellulomonas,s__Cellulomonas flavigena,t__,0.9371945302992348,0.7684276025871478,0.9853165740206241
G000018665,0.0005190160502442429,0.4583333333333333,343,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Delftia,s__Delftia acidovorans,t__,0.9379976887392681,0.7695061018671704,0.985622758114051
G000024225,0.0005291928355431496,0.6666666666666666,484,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.9416181927068599,0.7743941699171861,0.9869766112063005
G000158615,0.0005379157943707839,0.4166666666666667,802,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Eikenella,s__Eikenella corrodens,t__,0.9445603133126746,0.778399237026799,0.9880439000385447
G000213295,0.0005400965340776924,0.625,1244,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 329,t__,0.945273448701701,0.7793746119997378,0.9882980044148642
G000241465,0.0005539078855547802,0.3333333333333333,1490,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas echinoides,t__,0.9495908344468943,0.7853194084217845,0.9897965864847247
G000017585,0.0005698999767387765,0.25,316,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter hominis,t__,0.9541838135094152,0.791722404623735,0.9913121047694196
G001468395,0.0005880728076296814,0.375,6874,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis sp. H073,t__,0.9589175261440165,0.7984128699970676,0.9927827852586009
G000413055,0.0006186031635264014,0.625,2780,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema maltophilum,t__,0.9658346145544966,0.8083719332314007,0.9947491116326693
G000758845,0.000646952779716213,0.2916666666666667,4683,k__Bacteria,p__Firmicutes,c__Tissierellia,o__,f__,g__,s__Tissierellia bacterium S7-1-4,t__,0.9712467894734234,0.8163321335405839,0.9961197584526381
G001761345,0.0006607641311933008,0.375,7886,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas melonis,t__,0.9735753347850089,0.8198068259372345,0.9966595889901461
G000160115,0.0006782100488485694,0.6666666666666666,826,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Shuttleworthia,s__Shuttleworthia satelles,t__,0.9762584616738942,0.8238506448874754,0.9972416084880964
G000208405,0.0006949290532682019,0.7083333333333334,1215,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas sputigena,t__,0.9785825266265004,0.827389863857695,0.9977091880999317
G000755145,0.0006963828797394742,0.375,4648,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema putidum,t__,0.9787739283758504,0.8276829144360055,0.9977461232464343
G000160135,0.0007051058385671087,0.5416666666666666,827,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sp. oral taxon 078,t__,0.9798882021210304,0.8293938419314346,0.9979562567167071
G001274535,0.0007072865782740172,0.5416666666666666,6097,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia sp. oral taxon 212,t__,0.9801578380550686,0.8298091282873058,0.9980058355432672
G000163895,0.0007247324959292859,0.5833333333333334,862,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Filifactor,s__Filifactor alocis,t__,0.9821930065325049,0.8329600558963991,0.9983636352442647
G001298465,0.0007509013724121889,0.7083333333333334,6194,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter concisus,t__,0.9848729653162669,0.8371553723858445,0.9987886952390057
G000173895,0.0007676203768318214,0.4583333333333333,947,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria cinerea,t__,0.9863765355937325,0.8395333273315245,0.9990029670075634
G001535965,0.0007734356827169109,0.625,7079,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.9868648366080512,0.8403094946642662,0.9990686538620701
G000413035,0.0007785240753663642,0.4166666666666667,2779,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema medium,t__,0.9872781856041827,0.8409680512730939,0.9991227305941202
G001262015,0.0007865201209583624,0.8333333333333334,6055,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella fusca,t__,0.9879024396719253,0.8419653188121398,0.9992017067765194
G000185145,0.0007901546871365434,0.5833333333333334,1043,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oralis,t__,0.9881762987354687,0.8424038530989297,0.9992353185484095
G001283625,0.0007916085136078157,0.2916666666666667,6157,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.9882841548168132,0.8425767394034872,0.9992483812610308
G000007525,0.0008061467783205396,0.2916666666666667,27,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium longum,t__,0.9893116612461499,0.8442287877115628,0.9993678029368303
G000818035,0.0008483077459874389,0.375,4935,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria elongata,t__Neisseria elongata subsp. glycolytica,0.9918220056961243,0.8483045936824186,0.9996199502666548
G000174755,0.0008519423121656199,0.5,956,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga gingivalis,t__,0.9920094086341275,0.848611201611227,0.9996364339215913
G000488855,0.0008570307048150733,0.75,3555,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales Family XIII. Incertae Sedis,g__,s__[Eubacterium] brachy,t__,0.9922647918707649,0.8490295704773361,0.9996583579092995
G000634595,0.0008766573621772506,0.6666666666666666,4060,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB245a_521O23,t__,0.9931777016566717,0.8505302560334149,0.9997315722700941
G001190755,0.0008824726680623402,0.16666666666666666,6031,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter ureolyticus,t__,0.9934274889972614,0.8509422937157245,0.9997501798505031
G000467065,0.0009035531518957898,0.6666666666666666,3433,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas fuscovaginae,t__,0.9942606741126737,0.8523211993784153,0.9998077249786045
G001486445,0.0009188183298441498,0.6666666666666666,6932,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__,s__Eggerthellaceae bacterium AT8,t__,0.9947989907430672,0.8532158681542845,0.9998411396923719
G000426585,0.0009246336357292393,0.7083333333333334,3034,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella baroniae,t__,0.9949908757293437,0.8535355028926415,0.9998523238022867
G900155405,0.0009384449872063271,0.6666666666666666,10554,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Negativicoccus,s__Negativicoccus massiliensis,t__,0.9954194302970849,0.8542507695056532,0.9998759056592512
G000614025,0.0009449872063270528,0.8333333333333334,3943,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella aurantiaca,t__,0.9956097719065269,0.8545690780170339,0.9998857551410296
G000318295,0.0009449872063270528,0.5833333333333334,2077,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 326,t__,0.9956097719065269,0.8545690780170339,0.9998857551410296
G000259485,0.0009813328681088625,0.625,1631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.9965350339763335,0.8561219610946175,0.9999280679056158
G000373045,0.0010111363107699466,0.5833333333333334,2379,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia shahii,t__,0.9971494193825011,0.8571582964694107,0.9999509622100566
G000307855,0.0010198592695975807,0.5833333333333334,1922,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus azotoformans,t__,0.9973081949365014,0.857426804819701,0.9999561904710946
G000160055,0.0010293091416608514,0.75,823,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus,t__,0.9974704737598662,0.8577015329227856,0.9999612387824456
G001679325,0.0010307629681321237,0.5833333333333334,7687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.9974945777076689,0.8577423649959983,0.9999619630623673
G000283315,0.0010453012328448476,0.6666666666666666,1740,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus sp. OSY-SE,t__,0.997723623484529,0.8581306999890517,0.9999685138890582
G000433275,0.0010518434519655735,0.625,3219,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister invisus CAG:218,t__,0.9978199047839162,0.8582941196979874,0.999971087722356
G000307875,0.0010678355431495696,0.7083333333333334,1923,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus bataviensis,t__,0.9980388377437943,0.8586661167502707,0.9999765415120638
G001070855,0.0010838276343335658,0.625,5977,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Trueperella,s__Trueperella pyogenes,t__,0.9982362592677541,0.8590020408500056,0.9999809815150542
G000425005,0.0010910967666899279,0.7083333333333334,2984,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.9983194495300114,0.8591437304132198,0.9999827159230504
G000233535,0.0010940044196324726,0.125,1419,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella sp. oral taxon 809,t__,0.9983516416771654,0.8591985818492683,0.9999833652807409
G000261285,0.0011020004652244708,0.7083333333333334,1642,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.9984370961494545,0.8593442448611344,0.999985029845935
G000186945,0.001102727378460107,0.7083333333333334,1067,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.9984446465994905,0.8593571192600613,0.9999851727822007
G000242235,0.0011332577343568272,0.6666666666666666,1497,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Stomatobaculum,s__Stomatobaculum longum,t__,0.9987315186680851,0.859846769701872,0.9999901034390756
G000635515,0.0011427076064200977,0.6666666666666666,4066,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB243_495N3,t__,0.998809322086722,0.8599797379821288,0.9999912719552639
G000239695,0.0011448883461270063,0.5833333333333334,1477,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces graevenitzii,t__,0.9988266029794417,0.8600092813421543,0.9999915216766961
G000739895,0.0011645150034891836,0.25,4492,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas paucimobilis,t__,0.9989714898065352,0.8602571201984192,0.9999934746055991
G001485645,0.0011717841358455455,0.625,6930,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptobacter,s__Candidatus Kryptobacter tengchongensis,t__,0.9990205823267606,0.8603411535309208,0.9999940791143106
G000701685,0.001188503140265178,0.625,4213,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella sanguinis,t__,0.9991249577093751,0.8605199129943715,0.9999952677777799
G000318335,0.0012531984182367992,0.625,2078,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. oral taxon 181,t__,0.99943563989815,0.8610527876287908,0.9999980240223756
G001070095,0.0012590137241218888,0.5833333333333334,5976,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces cattleya,t__,0.9994575608594216,0.8610904303826651,0.9999981740489662
G000308055,0.0012750058153058851,0.5833333333333334,1926,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,s__Actinomyces sp. ph3,t__,0.9995136306701875,0.8611867404499606,0.9999985310038298
G000613785,0.0013106245638520586,0.8333333333333334,3939,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella oulorum,t__,0.9996188807847486,0.86136763084435,0.9999990968158653
G000785515,0.0013251628285647825,0.8333333333333334,4821,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,t__,0.99965510194839,0.8614299146693245,0.9999992600007974
G000758945,0.001376046755059316,0.625,4686,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Atopobium,s__Atopobium parvulum,t__,0.9997571974154963,0.8616055593180475,0.9999996327961552
