gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000010125,1.0803284198396312e-05,0.0211864406779661,95,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus saprophyticus,t__Staphylococcus saprophyticus subsp. saprophyticus,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000016765,1.0803284198396312e-05,0.029661016949152543,294,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas wittichii,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000311985,1.0803284198396312e-05,0.03389830508474576,1975,k__Bacteria,p__Firmicutes,c__Tissierellia,o__,f__,g__Kallipyga,s__Kallipyga massiliensis,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G900119705,1.0803284198396312e-05,0.029661016949152543,10447,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Murdochiella,s__Murdochiella sp. Marseille-P2341,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000746645,1.0803284198396312e-05,0.025423728813559324,4602,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter baumannii,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000800955,1.0803284198396312e-05,0.03389830508474576,4863,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria sp. ZOR0020,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000154845,1.0803284198396312e-05,0.038135593220338986,748,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides coprocola,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000013985,1.0803284198396312e-05,0.029661016949152543,209,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingopyxis,s__Sphingopyxis alaskensis,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000725405,1.0803284198396312e-05,0.0211864406779661,4402,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Dermacoccaceae,g__Dermacoccus,s__Dermacoccus nishinomiyaensis,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G001643955,1.0803284198396312e-05,0.029661016949152543,7583,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter hyointestinalis,t__Campylobacter hyointestinalis subsp. hyointestinalis,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000368025,1.0803284198396312e-05,0.0211864406779661,2339,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__Acinetobacter parvus,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G001898335,1.0803284198396312e-05,0.025423728813559324,9618,k__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__Mucilaginibacter sp. 44-25,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000226875,1.0803284198396312e-05,0.029661016949152543,1369,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria shayeganii,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G001915455,1.0803284198396312e-05,0.03389830508474576,9674,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides sp. 43_46,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000472385,1.0803284198396312e-05,0.025423728813559324,3472,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. ARR65,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G001592185,1.0803284198396312e-05,0.029661016949152543,7344,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Bergeriella,s__Bergeriella denitrificans,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000508325,1.0803284198396312e-05,0.029661016949152543,3658,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus vireti,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000735455,1.0803284198396312e-05,0.03389830508474576,4450,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yokenella,s__Yokenella regensburgei,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000834015,1.0803284198396312e-05,0.029661016949152543,5035,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella sp. P4-76,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000214785,1.0803284198396312e-05,0.025423728813559324,1268,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus kefiranofaciens,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000024565,1.0803284198396312e-05,0.038135593220338986,497,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Streptobacillus,s__Streptobacillus moniliformis,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000229145,1.0803284198396312e-05,0.025423728813559324,1392,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mutans,t__,0.0017937551742304159,0.00016333706390471436,0.019383372191377642
G000092025,1.2003649109329237e-05,0.0211864406779661,599,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__Agrobacterium fabrum,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G900120365,1.2003649109329237e-05,0.03389830508474576,10452,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Massiliomicrobiota,s__Massiliomicrobiota timonensis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G001297025,1.2003649109329237e-05,0.029661016949152543,6188,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000155435,1.2003649109329237e-05,0.03389830508474576,750,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__,s__Clostridiales bacterium 1_7_47FAA,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000380105,1.2003649109329237e-05,0.029661016949152543,2536,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus orisratti,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000230225,1.2003649109329237e-05,0.025423728813559324,1396,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mutans,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G001853345,1.2003649109329237e-05,0.025423728813559324,9379,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas haloaromaticamans,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000710465,1.2003649109329237e-05,0.025423728813559324,4277,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Kitasatospora,s__Kitasatospora sp. MBT63,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000601485,1.2003649109329237e-05,0.029661016949152543,3913,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Polyangiaceae,g__Chondromyces,s__Chondromyces apiculatus,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000195635,1.2003649109329237e-05,0.038135593220338986,1145,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fluxus,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000174395,1.2003649109329237e-05,0.03389830508474576,953,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__Enterococcus faecium,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000247715,1.2003649109329237e-05,0.025423728813559324,1566,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Gordoniaceae,g__Gordonia,s__Gordonia polyisoprenivorans,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000757785,1.2003649109329237e-05,0.029661016949152543,4674,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Pluralibacter,s__Pluralibacter gergoviae,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000833575,1.2003649109329237e-05,0.0211864406779661,5034,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium singulare,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000296835,1.2003649109329237e-05,0.0211864406779661,1824,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus hominis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000472265,1.2003649109329237e-05,0.0211864406779661,3469,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000173655,1.2003649109329237e-05,0.0211864406779661,943,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium amycolatum,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000390185,1.2003649109329237e-05,0.029661016949152543,2662,k__Bacteria,p__Bacteroidetes,c__Cytophagia,o__Cytophagales,f__Cyclobacteriaceae,g__Lunatimonas,s__Lunatimonas lonarensis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000966835,1.2003649109329237e-05,0.0211864406779661,5171,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus fermentum,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000336555,1.2003649109329237e-05,0.029661016949152543,2196,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia clevelandensis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000169255,1.2003649109329237e-05,0.03389830508474576,904,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__Pseudoflavonifractor,s__Pseudoflavonifractor capillosus,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000735515,1.2003649109329237e-05,0.03389830508474576,4451,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Leclercia,s__Leclercia adecarboxylata,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000175035,1.2003649109329237e-05,0.0211864406779661,960,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus jensenii,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000971295,1.2003649109329237e-05,0.03389830508474576,5240,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Devosia,s__Devosia epidermidihirudinis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000710735,1.2003649109329237e-05,0.0211864406779661,4280,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Francisellaceae,g__Francisella,s__Francisella sp. W12-1067,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000188055,1.2003649109329237e-05,0.03389830508474576,1077,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus urinalis,t__,0.001992884588917887,0.00019796626429255913,0.019740623044566155
G000007465,1.3204014020262159e-05,0.0211864406779661,25,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mutans,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000314575,1.3204014020262159e-05,0.0211864406779661,2010,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium casei,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000308295,1.3204014020262159e-05,0.029661016949152543,1931,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Afipia,s__Afipia birgiae,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000315505,1.3204014020262159e-05,0.046610169491525424,2028,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella seminalis,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000283515,1.3204014020262159e-05,0.0211864406779661,1743,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium sp. SYK-6,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000312505,1.3204014020262159e-05,0.038135593220338986,1995,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__,g__Fenollaria,s__Fenollaria massiliensis,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000143845,1.3204014020262159e-05,0.0423728813559322,635,k__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Olsenella,s__Olsenella uli,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G001632805,1.3204014020262159e-05,0.025423728813559324,7554,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__Mycobacterium chelonae,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000701345,1.3204014020262159e-05,0.025423728813559324,4201,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__Bradyrhizobium sp. URHD0069,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000414445,1.3204014020262159e-05,0.025423728813559324,2785,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella vaginalis,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000157935,1.3204014020262159e-05,0.0423728813559322,785,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella copri,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000374325,1.3204014020262159e-05,0.0423728813559322,2411,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Allofustis,s__Allofustis seminis,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000447205,1.3204014020262159e-05,0.029661016949152543,3383,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingobium,s__Sphingobium ummariense,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000173975,1.3204014020262159e-05,0.046610169491525424,949,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__[Eubacterium] hallii,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000191725,1.3204014020262159e-05,0.03389830508474576,1108,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Anaerococcus,s__Anaerococcus prevotii,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000979895,1.3204014020262159e-05,0.029661016949152543,5286,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000720925,1.3204014020262159e-05,0.03389830508474576,4366,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus jejuensis,t__,0.002191978678700357,0.0002352716595839209,0.02009512818461506
G000308755,1.4404378931195083e-05,0.029661016949152543,1944,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia pneumoniae,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000376645,1.4404378931195083e-05,0.05084745762711865,2454,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Mannheimia,s__Mannheimia haemolytica,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000026105,1.4404378931195083e-05,0.025423728813559324,549,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas entomophila,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000221565,1.4404378931195083e-05,0.0423728813559322,1329,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus,s__Peptoniphilus sp. oral taxon 375,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000245815,1.4404378931195083e-05,0.025423728813559324,1552,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Dolosigranulum,s__Dolosigranulum pigrum,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G900120165,1.4404378931195083e-05,0.046610169491525424,10451,k__Bacteria,p__Firmicutes,c__Tissierellia,o__,f__,g__Ezakiella,s__Ezakiella massiliensis,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000436135,1.4404378931195083e-05,0.0211864406779661,3291,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides dorei CAG:222,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000423765,1.4404378931195083e-05,0.046610169491525424,2951,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus porci,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
G000190535,1.4404378931195083e-05,0.0423728813559322,1095,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__Odoribacter,s__Odoribacter splanchnicus,t__,0.0023910374484928942,0.00027512532905912303,0.020447015541916712
