gOTU,mean_abundance,occurrence,Unnamed: 0,Domain,Phylum,Class,Order,Family,Genus,Species,Strain,predicted_occurrence,lower_conf_int,upper_conf_int
G000146675,0.0003816729147936422,0.3592814371257485,663,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella marshii,t__,0.08963642977332498,0.05504587005723267,0.14268146497119472
G000184945,0.0003833692388593917,0.3413173652694611,1041,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella buccae,t__,0.09001884710653674,0.05534107630653815,0.14313389568410215
G000165735,0.0003850655629251412,0.2215568862275449,876,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Megasphaera,s__Megasphaera micronuciformis,t__,0.09040112585349036,0.05563638908694776,0.143585948925757
G900155405,0.00039185085918813927,0.2994011976047904,10554,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Negativicoccus,s__Negativicoccus massiliensis,t__,0.0919288556981458,0.05681867886407949,0.1453904152418898
G000209465,0.00039693983138538785,0.3473053892215569,1217,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__,s__Lachnospiraceae bacterium oral taxon 500,t__,0.09307319968725125,0.0577064503143306,0.14673986943346823
G000177375,0.00041220674797713355,0.17365269461077845,987,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia extructa,t__,0.09649876740494157,0.06037482637745046,0.15076857747163439
G000785515,0.0004189920442401316,0.2934131736526946,4821,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus salivarius,t__,0.09801765303212917,0.0615630437125561,0.15254982552849247
G000635515,0.0004359552848976269,0.25149700598802394,4066,k__Bacteria,p__Cyanobacteria,c__,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus sp. scB243_495N3,t__,0.10180522393100522,0.06453910650281006,0.15697857354328043
G001425865,0.00043765160896337636,0.5209580838323353,6514,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__,g__Rhizobacter,s__Rhizobacter sp. Root404,t__,0.10218322433197735,0.06483711748865689,0.1574195642891924
G001995095,0.00044274058116062495,0.5508982035928144,9877,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Oceanospirillaceae,g__Oceanospirillum,s__Oceanospirillum linum,t__,0.10331640106278717,0.065731563668888,0.1587405114373905
G000832085,0.00044274058116062495,0.5449101796407185,5024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.10331640106278717,0.065731563668888,0.1587405114373905
G000173915,0.0004444369052263745,0.24550898203592814,948,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__,g__Gemella,s__Gemella haemolysans,t__,0.1036938519355427,0.06602984688517621,0.15918015560928195
G000283315,0.00044952587742362306,0.23952095808383234,1740,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus sp. OSY-SE,t__,0.10482538094461746,0.06692508659255983,0.1604970878866132
G001262035,0.00045800749775237065,0.2215568862275449,6056,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Aggregatibacter,s__Aggregatibacter aphrophilus,t__,0.1067085194202646,0.06841839702367658,0.16268536771589265
G000467065,0.0004715780902783668,0.2215568862275449,3433,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__Pseudomonas fuscovaginae,t__,0.10971441861834152,0.07081067971731651,0.16616970501302092
G000187465,0.0004732744143441163,0.3532934131736527,1070,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus infantis,t__,0.11008954041501329,0.0711099552904682,0.16660380341684905
G001444445,0.000485148682804363,0.39520958083832336,6773,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella enoeca,t__,0.11271156794329973,0.07320625564245375,0.16963364282328608
G001262015,0.00048684500687011246,0.4311377245508982,6055,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella fusca,t__,0.1130855973006204,0.07350591345942849,0.17006522323271994
G001007605,0.0004936303031331105,0.19161676646706588,5799,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.11458035115897536,0.07470497953893,0.17178844423819672
G001535965,0.0004970229512646096,0.19161676646706588,7079,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.1153269104491188,0.07530476291634763,0.1726482058952757
G001298465,0.0005156825159878543,0.31736526946107785,6194,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter concisus,t__,0.1194232575882469,0.07860626037364749,0.17735518573566006
G000968335,0.0005156825159878543,0.19760479041916168,5191,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.1194232575882469,0.07860626037364749,0.17735518573566006
G001283625,0.0005241641363166019,0.17964071856287425,6157,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.12127979942088774,0.08010827853267966,0.17948276062963997
G000160135,0.0005326457566453496,0.19760479041916168,827,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Oribacterium,s__Oribacterium sp. oral taxon 078,t__,0.12313295121151535,0.08161101645481036,0.18160298813020123
G001485645,0.0005377347288425981,0.2934131736526946,6930,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptobacter,s__Candidatus Kryptobacter tengchongensis,t__,0.12424321693645002,0.08251297176702094,0.1828716344663726
G001276545,0.0005479126732370952,0.19760479041916168,6110,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.12646009588277107,0.08431750872843762,0.1854011600514971
G000185385,0.0005580906176315924,0.3712574850299401,1045,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum saburreum,t__,0.12867211129992973,0.08612277500931945,0.18792044797678378
G000023285,0.0005750538582890875,0.2215568862275449,453,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga ochracea,t__,0.1323480169245944,0.08913284370898221,0.19209688123696778
G000023905,0.0005954097470780818,0.281437125748503,469,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia buccalis,t__,0.1367413498779282,0.09274640760902941,0.19707241050284563
G000438335,0.0006004987192753304,0.2994011976047904,3346,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Dialister,s__Dialister sp. CAG:588,t__,0.1378366636459627,0.09364995760390976,0.19831023064756054
G000455445,0.000608980339604078,0.31137724550898205,3405,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella timonensis,t__,0.13965950741523292,0.0951559525666911,0.2003679480479196
G000164675,0.000608980339604078,0.3712574850299401,866,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus parasanguinis,t__,0.13965950741523292,0.0951559525666911,0.2003679480479196
G000271925,0.000615765635867076,0.2275449101796407,1700,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 412,t__,0.14111537376086647,0.09636078636072837,0.2020093751252084
G000413015,0.0006225509321300741,0.23353293413173654,2778,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema socranskii,t__Treponema socranskii subsp. paredis,0.14256910156043356,0.09756562318437242,0.20364661825339272
G000614025,0.0006242472561958236,0.49700598802395207,3943,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella aurantiaca,t__,0.14293219963227954,0.09786682963245429,0.20405527905201848
G000027305,0.0006259435802615732,0.24550898203592814,559,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus influenzae,t__,0.14329516422483468,0.09816803413018782,0.20446368084511307
G001274535,0.000651388441247816,0.38922155688622756,6097,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia sp. oral taxon 212,t__,0.14872364005398497,0.10268558936776787,0.21055895307606418
G000318255,0.0006768333022340588,0.2634730538922156,2076,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 380,t__,0.15412221250565283,0.10720128129571785,0.2165976266475889
G000373345,0.0006785296262998083,0.40119760479041916,2385,k__Bacteria,p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Leptotrichiaceae,g__Leptotrichia,s__Leptotrichia wadei,t__,0.15448105707695015,0.10750223069196599,0.21699822878128347
G000382385,0.0007073671354175502,0.41317365269461076,2587,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella maculosa,t__,0.16056119784092326,0.11261594543148379,0.2237713653317585
G001428745,0.0007260267001407949,0.592814371257485,6556,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Microbacteriaceae,g__Leifsonia,s__Leifsonia sp. Root227,t__,0.16447511098977463,0.11592190373359539,0.2281172205925852
G000259485,0.0007633458295872844,0.30538922155688625,1631,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.17225531508312064,0.1225251583058938,0.23672449035738521
G000426585,0.0007853980424420282,0.32934131736526945,3034,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella baroniae,t__,0.17682298782526062,0.1264207130854273,0.241758868080219
G000191065,0.0007853980424420282,0.4491017964071856,1104,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella multiformis,t__,0.17682298782526062,0.1264207130854273,0.241758868080219
G001679325,0.0008023612830995233,0.33532934131736525,7687,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.18032162057874757,0.12941364589272486,0.24560586363534004
G000242235,0.0008617326254007566,0.281437125748503,1497,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Stomatobaculum,s__Stomatobaculum longum,t__,0.19246492657537662,0.13986054720445787,0.2588994772482128
G000832075,0.0008990517548472461,0.8203592814371258,5023,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Sanguibacteroides,s__Sanguibacteroides justesenii,t__,0.2000172250922031,0.14640179407446824,0.2671231927124768
G000261285,0.0009007480789129955,0.31137724550898205,1642,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Haemophilus,s__Haemophilus parainfluenzae,t__,0.20035904037130192,0.1466986175227633,0.26749462803466456
G000027165,0.0009719936896744754,0.41317365269461076,557,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus mitis,t__,0.21460047537900484,0.15912234166964587,0.2829133217962188
G001553335,0.0010042238469237163,0.3413173652694611,7140,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.22096978023377467,0.1647133664910409,0.2897744724372558
G000425005,0.0010228834116469611,0.3592814371257485,2984,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.2246365578496763,0.16794143127469538,0.2937150640919458
G000186945,0.0010703804854879477,0.41916167664670656,1067,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Solobacterium,s__Solobacterium moorei,t__,0.23390200327522215,0.1761278271208826,0.30364288240369497
G000024945,0.0011602856609726723,0.3473053892215569,511,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella parvula,t__,0.25117451150449566,0.19149688265912768,0.3220420807096892
G000344275,0.0012162643551424063,0.437125748502994,2270,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus oralis,t__Streptococcus oralis subsp. tigurinus,0.261755388052748,0.20097781745391352,0.3332470660159802
G000469305,0.0012213533273396548,0.7005988023952096,3448,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Faecalitalea,s__Faecalitalea cylindroides,t__,0.2627107323879021,0.20183623007851526,0.33425637923581974
G000296385,0.0012586724567861445,0.47305389221556887,1813,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Lachnoanaerobaculum,s__Lachnoanaerobaculum sp. OBRC5-5,t__,0.2696834043555244,0.20811312000081506,0.3416112649566331
G000262545,0.0013044732065613815,0.40718562874251496,1650,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella bivia,t__,0.2781613505746282,0.21577224625988697,0.35052676909891234
G900089455,0.0013536666044681176,0.6946107784431138,10062,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__Orrella,s__Orrella dioscoreae,t__,0.28717054265105524,0.22394311795270117,0.35996912884475496
G000439065,0.0014283048633610966,0.38922155688622756,3352,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella intermedia,t__,0.30065018658956144,0.23622773602929903,0.37403760507289685
G000463355,0.0014673203168733356,0.38323353293413176,3413,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus intermedius,t__,0.30760632439251734,0.24259419756297435,0.38127059441154015
G000286635,0.001475801937202083,0.39520958083832336,1788,k__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella sp. ACP1,t__,0.30911040682940727,0.24397314764463732,0.38283216905607076
G000185845,0.0015436548998320639,0.5329341317365269,1052,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella salivae,t__,0.3210393583265888,0.2549389865184409,0.3951877758521985
G000147675,0.0015555291682923106,0.4491017964071856,670,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptostreptococcus,s__Peptostreptococcus stomatis,t__,0.32310806841118156,0.25684590431409837,0.3973252461870542
G001683355,0.0015962409458702993,0.562874251497006,7691,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella scopos,t__,0.3301584521014529,0.26335630042912345,0.4045985543836514
G000220255,0.002561449339281776,0.6227544910179641,1315,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella pallens,t__,0.4792562896628839,0.40480996223948185,0.5546354832605568
G001429825,0.0026174280334515104,0.7904191616766467,6571,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__Bacillus sp. Soil531,t__,0.48690910756879213,0.41225272625988624,0.5621541998913802
G000469345,0.0034028260758935387,0.7664670658682635,3450,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium ramulus,t__,0.5840729146421517,0.508249954728864,0.6561150283631515
G000308495,0.005207714881851029,0.9580838323353293,1935,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Nocardia,s__Nocardia brevicatena,t__,0.7470082128695344,0.6760299692130115,0.8068782409364509
G000195375,0.006183101219657003,0.9640718562874252,1144,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus rhamnosus,t__,0.8081172880132687,0.7417358671964049,0.8606423547341493
G001276625,0.02961781818798663,1.0,6113,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Thiotrichaceae,g__Achromatium,s__Achromatium sp. WMS1,t__,0.9999142809358597,0.9773472150965603,0.9999996829290596
G001618265,0.14671167579854455,1.0,7468,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Parachlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia chondrophila,t__,1.0,0.9775144812786577,0.9999999999999999
G001560465,0.24032162304286608,1.0,7179,k__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Sulfolobales,f__Sulfolobaceae,g__Sulfolobus,s__Sulfolobus acidocaldarius,t__,1.0,0.9775144812786577,0.9999999999999999
G001586215,0.00015945446218045494,0.017964071856287425,7315,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium simulans,t__,0.03832778512534818,0.018105581175373447,0.07931186753669789
G001458535,0.00024766331359943,0.005988023952095809,6813,k__Bacteria,p__Candidatus Kryptonia,c__,o__,f__,g__Candidatus Kryptonium,s__Candidatus Kryptonium thompsoni,t__,0.05898446423691861,0.03220758133455704,0.10559427331088722
G001262075,0.00044952587742362306,0.011976047904191617,6058,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Ottowia,s__Ottowia sp. oral taxon 894,t__,0.10482538094461746,0.06692508659255983,0.1604970878866132
G000739895,0.0006581737375108141,0.04790419161676647,4492,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas paucimobilis,t__,0.15016617825010337,0.10389000843752857,0.2121747379593101
G000194925,0.0009533341249512306,0.059880239520958084,1135,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__Neisseria bacilliformis,t__,0.21089218793582165,0.15587687366000427,0.2789089804529497
G000238095,0.0010008311987922173,0.0658682634730539,1463,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptostreptococcaceae,g__Peptoanaerobacter,s__Peptoanaerobacter stomatis,t__,0.22030146395811923,0.16412573978691467,0.2890555214663272
G000010505,0.0015640107886210582,0.24550898203592814,106,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas gingivalis,t__,0.3245822976511581,0.258205766767032,0.3988475445957236
G001427915,0.0016132041865277943,0.023952095808383235,6540,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__Phycicoccus sp. Root563,t__,0.3330768449746221,0.2660562932110142,0.40760410419292725
G000012005,0.0018116741022204882,0.2275449101796407,145,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella dysenteriae,t__,0.366392890557633,0.2970851581364467,0.4417090733001609
G000183345,0.001964343268137945,0.2155688622754491,1023,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.3910040533908037,0.32024111684051165,0.46666865073715863
G000006925,0.002049159471425421,0.2155688622754491,8,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__Shigella flexneri,t__,0.4043051055897392,0.3328355381816865,0.4800781716773895
G000174755,0.002059337415819918,0.32934131736526945,956,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga gingivalis,t__,0.4058836586823461,0.3343338828685536,0.48166594400550333
G000026345,0.002127190378449899,0.2155688622754491,553,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.4163120914410823,0.3442517202337827,0.49213599471768477
G000378085,0.0021390646469101457,0.281437125748503,2475,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella loescheii,t__,0.41812013154428496,0.3459746263741989,0.4939478593444951
G000026325,0.002149242591304643,0.2275449101796407,552,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.4196658878447065,0.3474483895456934,0.4954960945093801
G000241465,0.0021645095078963884,0.1377245508982036,1490,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas echinoides,t__,0.4219776287627791,0.3496538197214537,0.4978101847823807
G000238215,0.0022611999796441113,0.2994011976047904,1464,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__Tannerella forsythia,t__,0.4364280382925291,0.36347637258544746,0.5122386010698622
G000008865,0.0023460161829315872,0.24550898203592814,67,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.4488361389694119,0.3753954195678207,0.524577750281122
G000755145,0.0027599192549744704,0.2275449101796407,4648,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema putidum,t__,0.5059332221880499,0.4308291102095956,0.5807705110093297
G000299455,0.0028430391341961966,0.2215568862275449,1862,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Escherichia,s__Escherichia coli,t__,0.516733986473356,0.4414229109477871,0.5912925172666662
G000213295,0.003146681141965361,0.3652694610778443,1244,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 329,t__,0.5543969076560069,0.4786328998115241,0.6277146301295251
G001190755,0.0034367525572085293,0.1437125748502994,6031,k__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter ureolyticus,t__,0.5878654893483655,0.512054247134495,0.6597253293508308
G001421095,0.00350460551983851,0.05389221556886228,6453,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Candidatus Bacteroides periocalifornicus,t__,0.5953561787884036,0.5195810695282854,0.6668430217618373
G000174815,0.003664059982018965,0.30538922155688625,957,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas endodontalis,t__,0.6124725571541288,0.5368454547761818,0.6830416519530231
G000159995,0.0038099438516734237,0.437125748502994,821,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Alloprevotella,s__Alloprevotella tannerae,t__,0.6275496286656641,0.5521296250754242,0.69723359312938
G000413035,0.0038777968143034044,0.2934131736526946,2779,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema medium,t__,0.634377531983756,0.5590754106743552,0.7036365562708597
G000800295,0.004308663127003783,0.562874251497006,4858,k__Bacteria,p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Parvimonas,s__Parvimonas micra,t__,0.6751221571548376,0.6008473665831406,0.7415215226400806
G000220235,0.004552933792471714,0.5149700598802395,1314,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nigrescens,t__,0.6963221855295022,0.6228120429160809,0.7610035157866465
G000468055,0.0046004308663127,0.24550898203592814,3437,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Treponema,s__Treponema lecithinolyticum,t__,0.7002931832499031,0.6269447100824068,0.7646342641739534
G000309485,0.005647062814880154,0.5748502994011976,1954,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Candidatus Phytoplasma,s__Milkweed yellows phytoplasma,t__,0.7764876506284574,0.7074923785637253,0.8330489862043373
G000318295,0.005792946684534614,0.3473053892215569,2077,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sp. oral taxon 326,t__,0.7855461978326924,0.7172449242119568,0.8410061626990778
G000144405,0.006035521025936795,0.7005988023952096,638,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella melaninogenica,t__,0.799854165518671,0.7327370455404616,0.8534865325919951
G000379965,0.006208546080643247,0.4550898203592814,2529,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella nanceiensis,t__,0.8095093024514359,0.7432557187396414,0.8618439317338276
G000764535,0.006893861003206053,0.059880239520958084,4745,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas,s__Sphingomonas taxi,t__,0.8436278923496131,0.7808922609077137,0.8909102209783072
G000173675,0.00892096826177673,0.33532934131736525,944,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga sputigena,t__,0.9139477569804961,0.8615695193128734,0.9477103345696338
